event_id,event_date,event_start_date,event_end_date,location_name,event_location_name,event_location_type,district,latitude,longitude,source,event_source,source_type,source_url,source_document,source_record_id,evidence_text,confidence,catalog_zone_match,temporal_grain,location_match_status,matched_flood_zone_id,matched_flood_zone_name,location_match_method,centroid_assigned_silently,observation_status,description,corroborating_sources,corroboration_count,weather_join_status,rainfall_prev_24h,rainfall_prev_72h,rainfall_prev_7d,rainfall_prev_14d,event_day_precipitation_mm,event_day_rainfall_24h,lead_time_eligible,in_daily_target
ifrc-mdrsl013-2022-08-28-lumley,2022-08-28,2022-08-28,2022-08-28,Lumley,Lumley,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://adore.ifrc.org/Download.aspx?FileId=575545,IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods,ifrc-mdrsl013-2022-08-28-lumley,"Targeted communities after the 28 August 2022 floods include Lumley. The final report lists Amadu Lane, Lumley among affected household locations.",medium,zone:lumley,day,matched,zone:lumley,Lumley Beach front,verified_alternative_name,False,observed,"IFRC MDRSL013 names Lumley among neighbourhoods affected by the 28 August 2022 Freetown flash floods, including Amadu Lane, Lumley.",[],1,complete,65.1,84.39999999999999,182.59999999999997,492.29999999999995,115.0,115.0,True,True
ifrc-mdrsl013-2022-08-28-mount-aurel,2022-08-28,2022-08-28,2022-08-28,Mount Aurel,Mount Aurel,community,western_area_urban,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://adore.ifrc.org/Download.aspx?FileId=575545,IFRC DREF MDRSL013 EPoA: 28 August 2022 Freetown flash floods,ifrc-mdrsl013-2022-08-28-mount-aurel,More men have been affected in Mount Auorel (80%). Mount Aurel is listed among targeted communities after the 28 August 2022 floods.,medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL013 names Mount Aurel (Mount Auorel) among neighbourhoods affected by the 28 August 2022 Freetown flash floods.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ndma-freetown-2024-10-24-texaco-old-road,2024-10-24,2024-10-24,2024-10-24,Texaco Old Road,Texaco Old Road,community,western_area_urban,,,ndma_assessment,ndma_assessment,government_ndma,https://ndma.gov.sl/2024/10/30/4335-pehymh/,"NDMA: Severe Flooding in Freetown, published 30 Oct 2024, event 24 Oct 2024",ndma-freetown-2024-10-24-texaco-old-road,"On Thursday, October 24, Freetown was struck by intense rainfall, resulting in severe flooding. The team's first assessment took place at Texaco Old Road, where the SDA Church and school compound suffered extensive flooding.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,"NDMA: on Thursday 24 October 2024 intense rainfall flooded the SDA Church and school compound at Texaco Old Road, Freetown. Coordinates not published.",[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ndma-freetown-2024-10-24-lower-kuntolor,2024-10-24,2024-10-24,2024-10-24,Lower Kuntolor,Lower Kuntolor,community,western_area_urban,,,ndma_assessment,ndma_assessment,government_ndma,https://ndma.gov.sl/2024/10/30/4335-pehymh/,"NDMA: Severe Flooding in Freetown, published 30 Oct 2024, event 24 Oct 2024",ndma-freetown-2024-10-24-lower-kuntolor,"The NDMA team then proceeded to Lower Kuntolor, where eight mud-brick homes were destroyed by floodwaters from uncontrolled hillside waterways. More than 150 people across 30 households were displaced.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,NDMA: on 24 October 2024 floodwaters destroyed eight mud-brick homes in Lower Kuntolor; more than 150 people across 30 households displaced. Coordinates not published.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ndma-freetown-2024-10-24-upper-melon-street,2024-10-24,2024-10-24,2024-10-24,Upper Melon Street,Upper Melon Street,community,western_area_urban,,,ndma_assessment,ndma_assessment,government_ndma,https://ndma.gov.sl/2024/10/30/4335-pehymh/,"NDMA: Severe Flooding in Freetown, published 30 Oct 2024, event 24 Oct 2024",ndma-freetown-2024-10-24-upper-melon-street,"At Upper Melon Street, Old Road, another severe incident unfolded when a perimeter fence collapsed under the force of floodwaters, sweeping away two adult men.",high,,day,unmatched,,,unmatched_no_centroid,False,observed,"NDMA: on 24 October 2024 a perimeter fence collapsed under floodwaters at Upper Melon Street, Old Road; one adult died and one remained missing at the time of the report. Coordinates not published.",[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-bonthe,2025-08-31,2025-08-31,2025-09-05,Bonthe District (unnamed communities in 2025 DREF),Bonthe District (unnamed communities in 2025 DREF),district,bonthe,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; GLIDE FL-2025-000169-SLE; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-bonthe,"Between 31 August and 5 September 2025, Sierra Leone experienced devastating flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,"IFRC MDRSL019: flash floods between 31 August and 5 September 2025 across 17 unnamed communities in seven named districts, including Bonthe. Settlement names were not published. Not exploded into 17 invented community rows. Not matched to Bonthe Island.",[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-kenema,2025-08-31,2025-08-31,2025-09-05,Kenema District (unnamed communities in 2025 DREF),Kenema District (unnamed communities in 2025 DREF),district,kenema,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-kenema,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Kenema among seven districts affected 31 August-5 September 2025. Communities unnamed. Not matched to Kenema Town.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-bo,2025-08-31,2025-08-31,2025-09-05,Bo District (unnamed communities in 2025 DREF),Bo District (unnamed communities in 2025 DREF),district,bo,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-bo,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Bo among seven districts affected 31 August-5 September 2025. Communities unnamed. Not matched to Bo Town.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-moyamba,2025-08-31,2025-08-31,2025-09-05,Moyamba District (unnamed communities in 2025 DREF),Moyamba District (unnamed communities in 2025 DREF),district,moyamba,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-moyamba,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Moyamba among seven districts affected 31 August-5 September 2025. Communities unnamed. Not matched to Shenge.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-kono,2025-08-31,2025-08-31,2025-09-05,Kono District (unnamed communities in 2025 DREF),Kono District (unnamed communities in 2025 DREF),district,kono,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-kono,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Kono among seven districts affected 31 August-5 September 2025. Communities unnamed.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-falaba,2025-08-31,2025-08-31,2025-09-05,Falaba District (unnamed communities in 2025 DREF),Falaba District (unnamed communities in 2025 DREF),district,falaba,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-falaba,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Falaba among seven districts affected 31 August-5 September 2025. Communities unnamed.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
ifrc-mdrsl019-2025-08-31-koinadugu,2025-08-31,2025-08-31,2025-09-05,Koinadugu District (unnamed communities in 2025 DREF),Koinadugu District (unnamed communities in 2025 DREF),district,koinadugu,,,ifrc_dref,ifrc_dref,humanitarian_ifrc,https://reliefweb.int/report/sierra-leone/sierra-leone-floods-2025-dref-operation-mdrsl019,IFRC DREF MDRSL019; 31 August-5 September 2025,ifrc-mdrsl019-2025-08-31-koinadugu,"Flash floods across 17 communities in seven districts including Bonthe, Kenema, Bo, Moyamba, Kono, Falaba, and Koinadugu.",medium,,day,unmatched,,,unmatched_no_centroid,False,observed,IFRC MDRSL019 names Koinadugu among seven districts affected 31 August-5 September 2025. Communities unnamed.,[],1,unmatched_location_no_centroid_weather,,,,,,,False,True
